"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","price_vol","avg_vol","pe_z","pe_ratio_ttm","pbr_z","price_book_mrq","market_cap_millions","shares_market_cap","shares_outstanding_millions","return_on_equity_ttm_percent","der_z","total_debt_equity_mrq","profit_margin_percent","operating_margin_ttm_percent","enterprise_value_ebitda","qgyoy_adjusted","qrgyoy_z","qrgyoy","quarterly_revenue_growth_yoy_percent"
"117","LPI.AX","Lithium Power International","Lithium Power International Limited is an Australia-based developer of lithium assets. The principal activity of the Company includes identification and acquisition of lithium assets in Australia and South America. It operates through exploration and evaluation of early-stage lithium resources segment. It has four projects regions: two in lithium brine and two in spodumene hard-rock. The Company holds interest in Maricunga Lithium Brine project located in Chile through a joint venture. The Maricunga Lithium Brine project is located approximately 170 kilometers north-east of the mining town of Copiapo. It holds two granted exploration tenements in the Greenbushes totaling approximately 398 square kilometers. These include Balingup Project and Brockman Highway Project. It also holds interest in Pilbara Hard-Rock project located in Western Australia.",2021-02-12,0.31,0.39,0.1,0.21,0,1.38,1263554,-0.19,0,-0.3,2.3,95.91,0.32,299.71,-30.8,-0.27,0,0,85.12,-25.16,0,-1.07,1,0
"118","LCL.AX","Los Cerros Limited","Los Cerros Limited, formerly Metminco Limited, is an exploration and mining company. It is focused on quinchia gold portfolio, which is located in Colombia’s Middle Cauca belt and contains a number of gold deposits and significant exploration and development targets including miraflores, tesorito, chuscal and dosquebradas. It has a portfolio of projects located in Colombia, focused on porphyry copper style deposits, but including exposure to gold, molybdenum and zinc. Its operated projects and portfolio include Quinchia Gold Project and Andes Gold Project. The Quinchia Portfolio is located in central west Colombia, 100 kilometers (km) south of Medellin. The Andes Portfolio covers over 80,617 Hectares of land located on the eastern flank of the Western Cordillera of the Andes Mountains.",2021-02-12,0.16,0.23,0.01,0.13,0,1.69,5745954,-0.19,0,-0.29,2.46,70.51,0.15,470.04,0,-0.26,1.14,0,-16578.07,-11.77,7755.4,2,168,7755.4
"119","LOT.AX","Lotus Resources Limited","Lotus Resources Ltd, formerly Hylea Metals Limited, is an exploration company controlling a portfolio of tenements in Western Australia. The Company is engaged in the development of interests in exploration projects in the resource industry in Australia. It has two segments: Development assets, and Exploration and evaluation assets, which includes assets that are associated with the determination and assessment of the existence of commercial economic reserves. Its projects include Pilbara Iron Project, Ashburton Project, and Hylea Cobalt project. The Pilbara Iron Project consists of the Rocklea Channel Iron Deposit (CID) in the central Pilbara Iron Ore Province of Western Australia. The Ashbburton Project is located in the Ashburton Basin, and is approximately 10 to 40 kilometers from infrastructure associated with the Paraburdoo iron ore operations of Rio Tinto Limited. The Hylea Cobalt project consists of the Hylea and Bulbodney tenements that includes Tiger's Creek Prospect.",2021-02-12,0.14,0.18,0.02,0.1,0,1.6,2178874,-0.19,0,1.18,16.67,100.85,0.12,819.8,-173.03,1.77,154.55,0,-15155.52,-27.08,408.3,1.42,136,408.3
"120","MLD.AX","MACA Limited","MACA Limited is an Australia-based company, which is engaged in contracting of mining and civil services to the mining and resources industry. The Company's segments include Mining and Civil. It operates through two businesses and two geographical segments, being the provision of civil and contract mining services throughout Australia and mining services to the mining industry in Brazil, South America. Its mining business specializes in providing mining and crushing services predominantly to mid-size mining projects across a range of commodities. Through its civil construction and asset maintenance businesses, the Company provides a range of civil infrastructure and maintenance services to government and private organizations. Its mining services and civil construction group provides open pit contracting services to the mining industry, including loading and hauling, drilling and blasting, crushing and screening and civil infrastructure services to public and private industry.",2021-02-12,1.33,1.51,0.49,1.01,0,1.01,1323501,-0.19,0,-0.42,1.19,487.85,1.35,360.04,1.12,0.53,60.74,-2.25,1.41,11.96,0,-1.07,1,0
"121","MAH.AX","Macmahon Holdings","Macmahon Holdings Limited (Macmahon) is principally engaged in the provision of contract mining services. The Company has three operating segments: Surface Mining, Underground Mining and International Mining, which are aggregated into the Mining segment. The Mining segment operates in two principal geographical areas, including Australia and Overseas. The Mining segment provides a range of mining services for surface and underground operations, from mine development to materials delivery, which include a range of engineering services, including design, construction and on site services to deliver on client needs from the design phase to completion. The Company offers various services, including surface mining; underground mining, and plant, maintenance and engineering. Macmahon's Mining Services business provides a range of services, including drilling, shotcreting, raise drilling, shaft sinking and engineering design to various projects.",2021-02-12,0.25,0.3,0.14,0.26,0,0.62,1278684,0.17,8.67,-0.43,1.09,560.3,0.26,2150,13.74,0.27,40.73,4.7,5.71,3.58,23.7,0.42,82,23.7
"122","MAG.AX","Magmatic Resources Limited","Magmatic Resources Limited is an Australia-based copper and gold exploration company, with interests in other base metals. The Company's subsidiary holds interest in various projects, such as Myall Project, Wellington North Project, Parkes Project and Moorefield Project. The Myall Project consists of one granted exploration license being, exploration license (EL) 6913 and covers approximately 240 square/kilometers. The Myall project covers volcano intrusive complexes in the East Lachlan. The Parkes Project consists of two granted exploration licenses, being EL7424 and EL7676 and covers approximately 160 square/kilometer. The Wellington North Project consists of three granted exploration licenses, being EL6178, EL7440 and EL8357, covering approximately 180 square/kilometer. The Moorefield Project consists of one granted exploration license, being EL7675, covering approximately 290 square/kilometer.",2021-02-12,0.15,0.46,0.14,0.21,0,1.52,188801,-0.19,0,-0.07,4.56,27.19,0.15,175.42,-123.21,-0.25,1.99,0,0,-4.49,0,-1.07,1,0
"123","MAU.AX","Magnetic Resources NL","Magnetic Resources NL is an Australia-based mineral exploration company. The Company is engaged in exploring mineral tenements in Western Australia. The gold tenements held by the Company include Mount Jumbo EL38/3100 and P38/4201 (approximately 20 square kilometers (sq.km)), Kowtah P39/8694-8697 and P39/5617 (nine sq.km), Hawks Nest E38/3127 (approximately 150 sq.km), Mertondale E37/1258 (over 80 sq.km) and Christmas Well P37/8687-8694 (approximately 10 sq.km). Its projects also include Nambi E37/1303, Raeside E37/1304, Raeside East P37/8905-08, Braiser P37/8909-12 and Trigg P37/8913-21. The Mount Jumbo gold rich shear straddles EL38/3100 and ELA38/3127, and totals over 1.3 kilometers in length. The Mount Jumbo and Hawks Nest tenements are approximately 10 kilometers and 20 kilometers north of the Wallaby deposit, respectively. The Company holds a retention license over the Jubuk projects. The Company holds a royalty over gold rights at Lake Seabrook E70/2935.",2021-02-12,1.43,1.71,0.35,1.29,0,1.05,41213,-0.19,0,7.28,75.79,311.29,1.44,216.17,-102.49,-0.27,0.36,0,-163048.11,-64.56,59.8,0.79,102,59.8
"124","MNS.AX","Magnis Energy Technologies","Magnis Energy Technologies Ltd, formerly Magnis Resources Limited, is an Australia-based graphite producer company. The Company is engaged in the business of exploring for, developing, and mining natural flake graphite for use in various industries, including batteries for storing electrical energy. Its segments include Australia and East Africa. The Company is focused on the graphite or battery powered industries. The Company is involved in prospecting, exploration and pre-development for graphite on its Nachu Project. Its Nachu Project is located near Ruangwa, in Southern Tanzania and approximately 220 kilometers to the Tanzanian port of Mtwara. Its other projects/tenement names include Ruangwa, Rutamba North, Lihehe East, SML Nachu, Issuna, Mkuju 1, Ilongo North and Manyoni East. Its graphite end uses include battery anodes, expandable graphite, composites, refractory and foundry, steel markets, gaskets, seals, brake linings and lubricants.",2021-02-12,0.31,0.42,0.05,0.2,0,1.85,5228598,-0.19,0,0.47,9.83,189.53,0.26,730.01,-30.34,-0.25,1.99,0,-40791.48,-25.42,0,-1.07,1,0
"125","M24.AX","Mamba Exploration Limited","Mamba Exploration Limited is an Australia-based early stage exploration and development company. The Company focuses on gold, nickel and copper exploration. Darling Range Project, Calyerup Creek, Ashburton Project and Kimberly Project. The Darling Range project covers approximately 26 blocks and approximately over 75 square kilometers and is located between 100 kilometers and 120 kilometers north-east of Perth. The Calyerup Creek Project is comprised of one exploration license and covers over three blocks for approximately 8.5 square kilometers and has gold mineralization. Ashburton Project covers approximately 193 blocks and approximately 580 square kilometers of the established mineralogical terrain of in the eastern part of the Gascoyne Mining District of Western Australia and has gold mineralization. The Kimberley Project comprises of approximately three sub-projects in the Kimberley region of Western Australia. The project includes Copper Flat, Ruby Plains and Speewah East areas.",2021-02-12,0.27,0.34,0.24,0,0,Inf,0,-0.19,0,-0.54,0,15.25,0.25,60.98,0,-0.27,0,0,0,0,0,-1.07,1,0
"126","MYE.AX","Mastermyne Group",NA,2021-02-12,0.81,1.11,0.44,0.78,0,0.86,90592,0.1,7.16,-0.43,1.09,82.77,0.78,106.12,16.87,-0.02,19,3.94,5.81,2.77,0,-1.07,1,0
"127","MXR.AX","Maximus Resources","Maximus Resources Limited is a mineral exploration company. The Company's principal activities consist of natural resource exploration and development. Its projects include Spargoville Project, which is located over 70 kilometers south of the regional mining center of Kalgoorlie in Western Australia's Eastern Goldfields; Narndee Project, which is located in the Mt Magnet region of Western Australia, and covers an area of over 1,000 square kilometers of the Narndee and Windimurra layered mafic complexes; Millers Creek Project, which is located northwest of Lake Torrens in the Eromanga Basin within the Woomera Prohibited Area in central South Australia, and consists of over four exploration licenses covering an area of over 1,920 square kilometers, and Northern Gawler Craton, which consists of the Welbourn Hill (EL 5248) tenement located along the northern margins of the Gawler Carton in the Marla region of South Australia covering an area of over 440 square kilometers.",2021-02-12,0.15,0.22,0.02,0.14,0,1.43,1002946,-0.01,4.5,-0.22,3.14,16.44,0.13,121.81,-32.51,-0.27,0,1967.63,-1054.15,-18.77,1166.4,1.6,146,1166.4
"128","MRL.AX","Mayur Resources Limited","Mayur Resources Limited is an Australia-based diversified mineral exploration, development and energy company. The Company is focused on acquiring, exploring and developing mineral and energy development opportunities in Papua New Guinea (PNG) and neighboring countries. Its Industrial minerals include industrial sands, such as titanomagnetite, construction and non-magnetic heavy mineral sands, and limestone and aggregates. Power generation division is focused on coal and vertically integrated power stations. Its projects include Orokolo Bay Industrial Sands Project, the Central Cement and Lime Project, Feni (Kabang) Gold Project, Depot Creek Coal Project and Lae Enviro Energy Park Project.",2021-02-12,0.3,0.65,0.15,0.42,0,1.19,34910,-0.19,0,-0.41,1.3,54.6,0.28,195.01,-10.63,-0.27,0,0,-2028.36,-14.82,97.4,0.97,112,97.4
"129","MML.AX","Medusa Mining","Medusa Mining Limited (Medusa) is a gold producer, focused solely in the Philippines. The Company is engaged in mineral exploration, evaluation, development and mining/production of gold. The Company's segments include mine, exploration and other. The Co-O mine infrastructure projects include E15 Service Shaft, Mine Ventilation Project and Level eight exploration development and drill stations. The Company's other projects include saugon gold-silver project, Tambis Project: bananghilig (b1) gold deposit, Barobo Gold Corridor, Lingig (Das-Agan) Copper Prospect, Kamarangan Copper Prospect and Narrow Vein Mining. The Philippines project includes the tenements comprising the Apical and Corplex Projects. Within the Company's tenement holding, covering approximately 590 square kilometers, work is progressing on various other gold prospects, as well as various copper prospects. Its subsidiaries include Phsamed Mining Corporation and Medusa Overseas Holding Corporation.",2021-02-12,0.85,1.06,0.4,0.82,0,0.8,211808,0.02,5,-0.43,1.11,175.65,0.84,207.87,25.08,-0.21,4.87,23.94,26.07,2.27,2.3,-0.18,49,2.3
"130","MEG.AX","Megado Gold Limited","Megado Gold Limited is an Australia-based gold exploration company. The Company focuses on acquiring gold projects in Ethiopia. The Company has approximately six Ethiopian Gold projects covering an area of over 700 square kilometers. Its projects include Babicho Project, Chakata Project, Mormora Project, Dawa Project, Dermi Dama Project and Chochi Project. Babicho Project has 132 square kilometers exploration license. The Chakata Project comprises a 62 square kilometers exploration license. Mormora Project comprises 139 square kilometers granted exploration license located approximately 40 kilometers south of the Lega Dembi and Sakaro mines. Dawa Project comprises a 41 square kilometers approved exploration license. Dermi Dama Project comprises a 227 square kilometers exploration license application, focusing on Kenticha Belt. Chochi Project is a 137 square kilometers project located within the western greenstone belt of Ethiopia.",2021-02-12,0.18,0.28,0.15,0.19,0,0.68,173254,-0.19,0,0.27,7.83,12.87,0.18,71.5,0,-0.27,0,0,0,0,0,-1.07,1,0
"131","MHK.AX","Metal Hawk Limited","Metal Hawk Limited is an Australia-based mineral exploration company focused on early-stage discovery of gold and nickel sulphides. Its Projects are grouped into the Eastern Goldfields Projects of Kanowna East, Emu Lake, Clinker Hill and Queen Victoria Rocks; and the Albany - Fraser Projects of Norseman East, Viking and Fraser South. These Projects collectively comprise four granted exploration licenses, six granted prospecting licenses, seven exploration license applications and two prospecting license applications. Goldfields projects are all located within 70 kilometer (km). Kanowna East and Emu Lake are prospective gold and nickel projects in the eastern goldfields. It has interests in two large projects (over 980 square kilometers) in the Albany-Fraser Orogen. It is targeting high-grade gold at the Viking Gold project east of Norseman in partnership with Chalice Gold Mines. The Fraser South Project is located 80km south of the Nova-Bollinger mine.",2021-02-12,0.2,0.32,0.17,0.24,0,0.62,897666,-0.19,0,0.42,9.29,9.21,0.19,47.25,-352.6,-0.27,0,0,-13999.73,0,0,-1.07,1,0
"132","MTC.AX","MetalsTech Limited","MetalsTech Limited is a lithium explorer. The Company is engaged in identifying, funding, acquiring, exploring and developing lithium projects in Canada. The Company is focused on the acquisition, exploration within the lithium region of Quebec in Canada. The Company holds interest in each of the Cancet Lithium Project, Wells-Lacourciere Lithium Project and Terre des Montagnes Southeast and Southwest lithium projects. The Terre des Montagnes Southeast and Southwest lithium projects are located in close proximity to the Terre des Montagnes lithium project in the Whabouchi region. The Cancet Lithium Project is located approximately 180 kilometers east of La Grande. The Wells-Lacourciere Lithium Project is located approximately 60 kilometers west, by road, of the town of Vald’Or, Quebec. Its Terre des Montagnes Lithium Project is located in the north-eastern part of the Superior Province of the Canadian Shield.",2021-02-12,0.17,0.29,0.03,0.2,0,1.3,819603,-0.19,0,-0.04,4.86,26.38,0.18,146.57,-76.03,-0.08,14.3,0,-52606.88,-11.21,68.4,0.85,105,68.4
"133","MIN.AX","Mineral Resources Limited","Mineral Resources Ltd is an Australia-based mining services company. The Company owns a portfolio of mining operations across lithium and iron ore. It provides mining services through CSI Mining Services and Process Minerals International (PMI). Its services include open pit mining, crushing, processing, supply chain services, port operations, site services and marketing and shipping. It operates mine sites in the Pilbara and Goldfields regions of Western Australia, including Iron Valley, Koolyanobbing, Wodgina and Mt Marion. Iron Valley is located in the Pilbara region. Iron Valley and Koolyanobbing sites are focused on iron ore and Wodgina and Mt Marion is focused on lithium. The Company also has a commodities portfolio located in the Pilbara and Yilgarn regions in Western Australia. Its commodities portfolio includes iron ore, lithium and graphite.",2021-02-12,35.97,41.19,12.11,29.88,0,0.97,0,-0.19,0,-0.27,2.63,0,0,188.6,26.11,0.31,44.45,23.92,34.52,6.62,55.1,0.75,100,55.1
"134","M2R.AX","Miramar Resources Limited","Miramar Resources Ltd is an Australia-based exploration company. The Company has operations in the Eastern Goldfields, Murchison and Gascoyne regions. The projects in Eastern Goldfields region include Gidji, Glandore and Randalls. The projects in Murchison region include Lang Well, Garden Gully and Lakeside. The projects in Gascoyne region include Whaleshark and Bangemall. The Gidji Project is located within the Eastern Goldfields approximately 15 kilometers north of Kalgoorlie. The Glandore Project covers approximately 42 square kilometers and consists approximately 10 prospecting licenses and one exploration license. The Randalls project consists of a one exploration license. The Lang Well project consists of one granted exploration license. The Garden Gully project consists of one granted tenement and two tenement applications. The Lakeside Project covers a concealed greenstone belt north east of the Dalgaranga gold operations and has one exploration license.",2021-02-12,0.26,0.56,0.21,0.33,0,1.06,199429,-0.19,0,0.24,7.58,13.77,0.25,55.06,0,-0.27,0,0,0,0,0,-1.07,1,0
"135","MSV.AX","Mitchell Services","Mitchell Services Limited provides exploration and mine site drilling services to the exploration, mining and energy industries, primarily in Australia. The Company offers a range of services, including coal exploration drilling, mineral exploration drilling, mine services and large diameter drilling, coal seam gas and shale gas drilling, coal mine methane drainage, directional drilling and wireline services. The Company's projects include Riversdale/Rio Tinto; Queensland Coal Investments; Tellus Holdings; Carpentaria Gold; Boabab Resources; Sesa Goa; Regis Resources; Hidden Valley joint venture(JV) (Newcrest/Harmony JV); CH4 (later Arrow Energy); Essar Energy; Green Dragon Gas; Shenhua; Peabody (North Goonyella); Evraz; Bounty Mining; Great Eastern Energy Company; Barrick Gold, and Glencore. The Company carries out its exploration and mine services program on Glencore and Anglo America projects in Australia. Its Mine Development Program is carried over Evolution mining project.",2021-02-12,0.46,0.67,0.26,0.53,0,0.77,203964,0.3,11.97,-0.38,1.58,90.65,0.45,199.24,15.16,0.74,76.34,4.1,4.91,4.06,80.2,0.9,108,80.2
"136","MRZ.AX","Mont Royal Resources Limited","Mont Royal Resource Ltd is an Australia-based company focused on acquiring, exploring, evaluating and exploiting mineral resource project opportunities. The Company’s projects include Edjudina Project and Yule River Project. The Edjudina Project is located approximately 170 kilometer (km) northeast of Kalgoorlie in Western Australia. The Edjudina Project covers an area of approximately 24km square. The Yule River Project is situated approximately 40km to the southwest of Port Hedland in Western Australia. The Yule River Project covers an area of approximately 225 km square. The Yule River Project is considered prospective for Archaean mesothermal lode style gold deposits. The Company’s subsidiary is Mont Royal Exploration Australia Pty Ltd.",2021-02-12,0.3,0.42,0.12,0.28,0,1.07,50056,-0.19,0,-0.22,3.11,11.12,0.3,37.68,-28.6,-0.27,0,0,-2936.74,-9.17,0,-1.07,1,0
"137","MGX.AX","Mount Gibson Iron","Mount Gibson Iron Limited is a producer of iron ore products. The Company's principal activities include mining and shipment of hematite iron ore at Koolan Island in the Kimberley region of Western Australia; mining of hematite iron ore deposits at the Extension Hill mine site in the Mid-West region of Western Australia and haulage of the ore through road and rail for sale from the Geraldton Port, and exploration and development of hematite iron ore deposits at Koolan Island and in the Mid-West region of Western Australia. The Company operates through two segments: Extension Hill and Koolan Island. The Extension Hill segment includes the mining, crushing, transportation and sale of iron ore. The Extension Hill mine is located in the Mt Gibson Ranges. The Koolan Island segment includes the mining, crushing and sale of iron ore. The Company's Koolan Island hematite mining operation is located approximately 140 kilometers north of Derby in Yampi Sound, Western Australia.",2021-02-12,0.88,1.01,0.54,0.79,0,0.59,2249345,0.32,12.33,-0.38,1.55,1067,0.9,1190,13.16,-0.25,1.82,18.91,23.32,4.78,0,-1.07,1,0
"138","NMR.AX","Native Mineral Resources","Native Mineral Resources Holdings Limited is an Australia-based mineral exploration company. The Company's projects include Palmerville Project, Mount Morgan Project and Eastern Goldfields Project. The Palmerville Project is the Company's principal exploration asset and covers the length of approximately 130 kilometers over an area of approximately 1,820 square kilometers centered 200 kilometers west-northwest of Cairns in North Queensland. The Palmerville Project has copper-zinc and gold mineralization. The Eastern Goldfields Project has gold mineralization and include approximately two granted exploration licenses (EL) and two EL applications in three separate projects located within the Eastern Goldfields region of Western Australia. The Mount Morgan Project has copper-gold mineralization and consists of a single exploration permit minerals (EPM) that include approximately four non-contiguous blocks, located around the Mount Morgan Mine in central eastern Queensland.",2021-02-12,0.22,0.64,0.19,0.37,0,1.22,600386,-0.19,0,-0.54,0,21.32,0.25,85.29,0,-0.27,0,0,0,0,0,-1.07,1,0
"139","NML.AX","Navarre Minerals","Navarre Minerals Limited is an Australia-based mine company. The Company is a mineral exploration company in Victoria, Australia. The Company is focus on gold exploration. The Company’s projects include Stawell Corridor Gold Project, Tandarra Gold Project, St Arnaud Gold Project and Western Victoria Copper Project. The Stawell Corridor Gold Project captures approximately 60 kilometers (kms) of gold zone stretching south from the Stawell Gold Mine. The Tandarra Gold Project is a gold discovery located approximately 40kms north of the 22 million-ounce Bendigo Goldfield along the Whitelaw Fault Corridor and approximately 60kms northwest from Kirkland Lake Gold’s Fosterville Gold Mine. The St Arnaud Gold Project is located to the west of Bendigo. The Western Victoria Project is located within the Mount Stavely Volcanic Complex (MSVC). The Company also operates Jubilee Gold project which is approximately 25km southwest of Ballarat.",2021-02-12,0.16,0.3,0.05,0.18,0,1.39,1019886,-0.19,0,-0.17,3.6,84.5,0.16,545.14,-5.23,-0.27,0,0,-1121.5,-96.39,75.9,0.88,107,75.9
"140","NMT.AX","Neometals Limited","Neometals Ltd is a mineral project developer. The Company’s segments include Lithium, Titanium and Vanadium, and Others. The Company’s projects include Mount Marion Lithium Project, Lithium Hydroxide Project (ELi Process), Alphamet, Barrambie Titanium Vanadium Iron Project (Barrambie Titanium) and Forrestania Nickel Project. The Company's Mount Marion Lithium Project is located approximately 40 kilometers southwest of Kalgoorlie, Western Australia. The Company is also focused on the Mount Finnerty Project, which is located approximately 60 kilometers east of Koolyannobbing. The ELi Process has been jointly developed by the Company and Mineral Resources Limited. The Company’s Barrambie Titanium project uses a technology to manage titanium, vanadium and iron compounds. The Company’s Forrestania Nickel Project is located approximately seven kilometers north of the flying fox nickel sulfide mine in the Yilgarn region of Western Australia.",2021-02-12,0.38,0.41,0.14,0.22,0,1.23,1511442,-0.19,0,-0.37,1.66,215.41,0.39,545.35,-10.26,-0.26,0.94,0,0,-8.13,0,-1.07,1,0
"141","NCZ.AX","New Century Resources Limited","New Century Resources Limited, formerly Attila Resources Limited, is a mineral exploration company. The Company is engaged in developing its project, including Century mine project and Kodiak Coking Coal Project. Kodiak Coking Coal Project is located in the Cahaba coal basin in Alabama, the United States. The Kodiak Coking Coal Project covers over 11,700 acres and comprises approximately two properties known as Gurnee and Seymour located in Shelby and Bibb Counties (respectively) in Alabama, the United States. Century mine project is located at Lawn Hill, 250km north-west of Mount Isa in the Lower Gulf of Carpentaria. Its properties include Century Tailings Deposit, The Silver King lead-zinc-silver deposit and Phantom Hills Phosphate Deposit. Century Tailings Deposit is a single substantial tailings deposit. Phantom Hills Phosphate Deposit is located directly to the NE of the Century open pit. The Silver King lead-zinc-silver deposit is 1.5km SW of the original Century open pit.",2021-02-12,0.18,0.28,0.05,0.19,0,1.21,3012663,-0.19,0,-0.17,3.61,235.94,0.19,1210,-73,3.15,258.81,0,-3331.52,-24.64,0,-1.07,1,0
"142","NCM.AX","Newcrest Mining","Newcrest Mining Limited is a gold producer. The nature of operations and principal activities of the Company are exploration, mine development, mine operations and the sale of gold and gold/copper concentrate. Its assets include Cadia, Telfer, Lihir, Gosowong, Red Chris and Wafi-Golpu. The Cadia asset is located approximately 25 kilometers (kms) from Orange, New South Wales (NSW). The Telfer asset is located approximately 400 kms from Port Hedland, Western Australia (WA). The Company’s Lihir asset is located on the Aniolam Island, 900 kms from Port Moresby, Papua New Guinea (PNG). The Company’s Gosowong asset is located approximately 2,450 kms from Jakarta, Indonesia. The Red Chris asset is located approximately 1,700 kms from Vancouver, Canada. The Wafi-Golpu asset is located approximately 65kms from the city of Lae, PNG.",2021-02-12,25.96,38.15,20.7,30.22,0,0.58,3276800,0.69,21.38,-0.31,2.18,20969,25.68,816.56,11.15,0.01,21.56,22.4,33.67,9.79,21.3,0.39,80,21.3
"143","NXM.AX","Nexus Minerals","Nexus Minerals Limited is gold exploration company, which is engaged in mineral exploration in Australia. The Company focuses on gold production opportunities in Western Australia. The Company's projects consist of Pinnacles Joint Venture Gold project, including M28/243; Pinnacles Regional Gold project, including P28/1185, E28/2487 and E28/2526; Triumph Gold project, including E31/1088, P31/2074, P31/2075, P31/2076 and E31/819, and Mt Celia Gold project, including P39/5484, P39/5485, P39/5486 and E39/1890. It focuses on gold in the north east of Kalgoorlie in the Eastern Goldfields, Western Australia. The Pinnacles Joint Venture Gold project is located approximately 120 kilometers northeast of Kalgoorlie. The Pinnacles Regional Gold project is located approximately 100 kilometers northeast of Kalgoorlie. The Triumph project is located approximately 145 kilometers northeast of Kalgoorlie. The Mt Celia project is located approximately 180 kilometers northeast of Kalgoorlie.",2021-02-12,0.11,0.22,0.04,0.11,0,1.64,1636309,-0.19,0,-0.07,4.55,24.41,0.1,244.15,-33.15,-0.24,2.76,-170.76,-164.31,-19.75,0,-1.07,1,0
"144","NIC.AX","Nickel Mines Limited","Nickel Mines Ltd is an Australia-based company that is focused on producing nickel pig iron (NPI). The Company, through its subsidiary PT Hengjaya Mineralindo, owns the Hengjaya Mineralindo Nickel Mine (HM Mine). The HM Mine is located in the Morowali Regency of the east coast province of Central Sulawesi, Indonesia. The HM Mine covers an area of approximately 6,200 hectares.",2021-02-12,1.2,1.42,0.3,0.89,0,1.26,8513894,0.59,18.91,-0.06,4.64,3282,1.3,2520,0,-0.18,7.39,23.94,33.69,14.49,0,-1.07,1,0
"145","NSM.AX","North Stawell Minerals Ltd","North Stawell Minerals Ltd is an Australia-based gold exploration company. The Company is engaged in exploration and development of gold deposits in Victoria. Its projects include Wildwood project (RL7051), Barrabool project (EL5443), Glenorchy Tenement (EL6156), Germania project (ELA7325) and Deep Lead project (ELA7324). The Wildwood Prospect contains an inferred mineral resource and represents a primary target for gold mineralization along strike and at depth on both flanks of the five kilometers long Wildwood Dome. The Barrabool project hosts duel target with mafic schist and basalt. The Glenorchy Tenement contains approximately three targets.",2021-02-12,0.5,0.55,0.4,0.46,0,0.33,105224,-0.19,0,-0.54,0,58.8,0.49,120,0,-0.27,0,0,0,0,0,-1.07,1,0
"146","NST.AX","Northern Star Resources","Northern Star Resources Ltd is an Australia-based gold producer. The Company’s projects are located in Australia and North America. Its assets include Jundee, Kalgoorlie operations, Pogo and Tanami. The Jundee Operation is located in the Northern Goldfields region of Western Australia around 45 kilometers (kms) northeast of Wiluna and approximately 520 kms north of Kalgoorlie. Kalgoorlie operations include Kanowna Belle mine site is situated in the Eastern Goldfields of Western Australia; Kundana underground gold mining project located in the Eastern Goldfields of Western Australia and South Kalgoorlie Operations located within the Eastern Goldfields Superterrane. The Pogo Operation is located 145 kms southeast of Fairbanks, Alaska and is situated in the Tintina Gold Province. The Tanami project operations are located approximately 650 kilometres northwest of Alice Springs and 850 kilometres southwest of Darwin.",2021-02-12,12.06,17.03,8.85,14.16,0,0.58,4458485,0.93,27.28,-0.12,4.11,13519,11.65,1160,15.75,0.02,22.35,14.01,23.66,9.85,34.4,0.57,90,34.4
"147","NVA.AX","Nova Minerals Limited","Nova Minerals Limited, formerly Quantum Resources Limited, is engaged in the mineral exploration. The Company is an Australian explorer with projects in Western Australia and the Northern Territory. Its projects are prospective for gold and base metals. Its projects include Telfer Project and Tanami (Officer Hill JV) Project. The Company owns approximately 100% interest in Telfer Project, which consists of a single exploration license in an area of over six kilometers from the Telfer Gold mine. The Telfer deposit has an ore reserve of approximately 6.3 million ounces of gold and over 0.295 million tons of copper within a mineral resource of approximately 15 million ounces of gold. It owns over 100% interest in Tanami (Officer Hill JV) Project, which is located within the Tanami geological province. It holds a single exploration license located approximately 34 kilometers southwest of the Callie gold mine. The Tanami (Officer Hill JV) Project is a prospective for gold mineralization.",2021-02-12,0.14,0.23,0.02,0.13,0,1.62,6379089,-0.19,0,0.6,11.07,258.84,0.15,1670,-29.34,-0.18,7.28,0,0,-59.11,0,-1.07,1,0
"148","NTM.AX","NTM Gold Limited","NTM Gold Limited, formerly Northern Manganese Limited, is engaged in exploration of mining tenements and investing cash assets in interest bearing bank accounts. The Company's projects include Redcliffe Gold Project, Blue Mud Bay Project, Commonwealth Waters Project (Groote Eylandt South) and Groote Eylandt Project. The Redcliffe Gold project is located in a range of 35 to 65 kilometers north east of Leonora and approximately 230 kilometers north of Kalgoorlie in Western Australia. The Company's Redcliffe Gold project holdings consist of approximately four granted mining leases and an exploration license covering approximately 120 square kilometers. The Nambi Deposit is located approximately 20 kilometers north of golden terrace south deposit. The Company holds exploration rights in over two islands near Groote Eylandt in the Northern Territory of Australia. The Company's subsidiaries include Reflective Minerals Pty Ltd, North Manganese Pty Ltd and Redcliffe Resources Limited.",2021-02-12,0.16,0.19,0.05,0.11,0,1.27,2355522,-0.19,0,0.03,5.54,106,0.15,684.61,-8.25,-0.27,0.49,0,0,-101.26,0,-1.07,1,0
